uuid,sentence1,sentence2,similarity_score
d860c9a3-87a9-41b3-8a29-727c7cf464d0,"Du rockst, ich weiß das zu schätzen.",Wie war der Verkehr jetzt,0
6a2c4ec9-3f7d-4155-8d8d-484731fcad2f,Was ist der Sinn des Lebens?,Wie ist das aktuelle Wetter in Denver.,0
9e27551f-629a-4840-a46b-5b2ef84cd50b,"Glaubst du, dass es in Ordnung ist, diese Woche kurze Hosen zu tragen?",wie viel ist der us-dollar in kanada wert?,0
3fb0e33b-6bac-4995-8d3e-b5d9d9ed8229,Ist es draußen warm?,Was ist mein Standort?,0
aa2238c5-d697-4816-85b9-6f3fc4a17960,Was ist das Ergebnis von zwei mal zwei?,"Ich denke, der Befehl ist nicht korrekt.",0
749a1dcf-d319-4613-a8be-708ee8011f2e,Wie alt ist...,Ich würde jetzt gerne etwas Rap-Musik hören.,0
5c1a3bfd-ebad-4d49-a3e0-372bfcac88d5,"PDA, Listen öffnen",Fällt der 15. April auf ein Wochenende?,0
d6d8cda8-08b8-43db-8408-ca5fa8e74e52,Reinige das Sofa mit dem Staubsauger,Wie spät ist es in Indien?,0
7b40849a-5d39-4ba9-b74a-810b1c9d859a,sag das noch einmal.,Erzählen Sie mir von den letzten kontroversen Nachrichten von Kim Kardashian.,0
98c77063-38ff-4dd9-b4fc-7f1962a64962,Der Befehl von Olly ist nicht richtig.,Lass mich einen Witz hören,0
2f237e74-dfe7-4110-be02-50bb6158092a,Lies die Schlagzeilen der New York Times,Neue E-Mail von John zu meinen Kontakten hinzufügen,0
53c4763a-6135-408d-af3f-44452ce55848,Wie komme ich am schnellsten zum nächsten Einkaufszentrum?,Mit dem Staubsaugen beginnen,0
70d20fab-0ead-4d81-a810-ce76ca34892f,"Gibt es etwas, das ich in einem Rezept durch Eier ersetzen kann?","alle Alarme entfernen, falls vorhanden",0
d07dc0e7-d56c-49f1-9910-1dd7a74cbf43,Kommt heute Nachmittag ein Zug in Dallas an?,Sollen wir uns für die heutige Party treffen?,0
5be0881f-6c7d-4ce0-bacf-35abbb011b79,"PDA, wie reagieren die Nachrichtenmedien auf Trumps mögliche Verbindungen zu Russland?","Hey Olly, prüfe Emails",0
f4ce3970-8d40-4258-bdfc-c0aba3fa972d,olly trägt meinen Arzttermin in den Kalender ein,Stell die Lautstärke der Medien leiser,0
490ba057-1c00-4a4e-b6a8-acfb48d44ead,Benachrichtigung über das Treffen am Mittwoch,Wie steht es um Apple an der Börse?,0
e8d34f35-b520-4205-994f-2f9fd7afc420,Ich möchte die neuesten Weltnachrichten von heute hören.,Bitte ermitteln Sie den Kurs der Microsoft-Aktie an der Nasdaq,1
473b2121-1950-4860-95b5-eb101949a6db,Wann wurde die Veranstaltung begonnen?,Preis der Zugfahrkarte von Delhi nach Mumbai,0
7c4d9008-f0c8-4c32-9cdf-204cdf964269,Soll ich einen Pullover tragen?,"PDA, senden Sie einen Tweet an das Unternehmen.",0
9707ad9c-a1d2-4fef-8dd6-1f3136a85c67,zeige mir ein paar aktuelle Ereignisse,Wie hoch ist die Einwohnerzahl von Florida?,0
8e77fe13-223d-4509-941a-d4446dc7aaa9,"Ja, wunderbare Antwort auf den Befehl.",Lesen Sie Informationen über das Ereignis am 19. März um 14 Uhr im Kalender,0
59be6961-2e78-4f90-9adb-2313df0411f3,Wofür war XXX berühmt?,Lieblings-Podcast,0
215360a2-f31e-4081-91da-7892e7e4aaa8,zukünftiges Ereignis löschen,Wann geht der nächste Zug nach New York?,0
568095c5-80d5-4934-843d-10b1625d7d41,Bring mich zu mehr Musik von diesem Künstler.,"Beantworte meine E-Mail von Bob, in der ich ihnen mitteile, dass ich sie morgen sehen werde.",0
ab0a79b5-ea45-4f20-ab5e-99e3c56efd4a,Spiel Musik für mich,meinen 3pm-Alarm abstellen,0
fa3cdef7-88b9-4296-adcd-3d3ee0dabc9a,Was gibt es Neues vom Aktienmarkt?,Musik von der Workout-Wiedergabeliste abspielen,0
0e5a1801-ba16-43f5-b66b-3c426f02e9de,"Können Sie mir sagen, was mit meinen sozialen Medien passiert ist?",Ist das Wetter in Sydney gut?,0
98f09d42-ed1d-484a-aec7-399269d8aac3,Gibt es Essen zum Mitnehmen?,E-Mail an das Arbeitsteam mit dem Zeitplan für diese Woche.,0
c286628e-1645-45a7-bc71-6122e03632d0,spiele 987FM,Ich möchte ein Justin Bieber Lied spielen,1
4be62f58-603b-4960-b62f-54797793dd84,Was steht für morgen früh auf meinem Terminplan?,Um wie viel Uhr ist mein Arzttermin am 31. März?,1
99a47d27-b710-439d-9e55-c860cc80a4fc,Erinnern Sie mich fünfzehn Minuten vor dem Treffen an mein Montagstreffen mit Peter Francis.,Was steht für heute auf dem Plan?,1
df810d1e-e153-4e02-9b9a-db68b2ed8108,ist für mich nicht wirklich wichtig.,"Steht am Freitagmorgen etwas in meinem Kalender, nachdem ich zur Arbeit gekommen bin?",0
10f58685-afd6-438f-9a08-a9118537a1d7,"Sollte ich meine Sonnenbrille mitnehmen, wenn ich heute rausgehe?",Wie klebe ich eine Gans an ein Schwein?,0
c58a8e2e-5be9-4035-b2d8-469e42837f9c,Ereignis hinzufügen,Können Sie bitte alle Ereignisse aus meinem Kalender löschen,0
21855999-fe4a-49f6-9e9c-07e50989c529,Wie lautet die Antwort?,Können Sie die letzte Liste für mich löschen?,0
ec2b9a3f-7b71-49f4-8ad1-b2262a0bad39,Kontaktieren Sie den Walmart-Kundenservice mit einer Beschwerde über einen Tweet.,Wir sprechen uns später.,0
e08b75d5-8091-4485-9225-16176b35a695,Spiel Straßenausschlag starten,Wie lautet Jesses Adresse heutzutage?,0
bbf39920-4faa-4a01-9a5f-faa8d4989a9a,ja.,Gehe zu Rockmusik,0
5ddc2e6e-11ff-4704-a1f8-588859a33780,cnn Weltnachrichten,streiche die Milch von der Einkaufsliste,0
aa0077e9-e013-48d3-9957-d4e646f5ce86,Ich mag dieses Lied.,Mein Kalender soll mit allen RCCG-Veranstaltungen im März aktualisiert werden,0
152a7eda-307b-44c0-bb04-31f6abd6142a,Bitte schalten Sie das Licht auf grün,Informieren Sie mich über die Treffen über einen bestimmten Zeitraum hinweg,0
16c72a5b-d1f8-45ac-898d-b187a9ece79c,Kurs von Währung zu Währung,Gute Nacht,0
9f2ef8a5-96b8-4975-aa94-f710b9d11e1d,würden Sie bitte mein letztes Kommando überprüfen und bestätigen.,um wie viel ist die Facebook-Aktie gestern Abend gestiegen?,0
cfe75203-bd0d-4c3b-bbb0-790e43ee2a7b,fragen Sie ein Restaurant in meiner Gegend,Was ist damit passiert?,0
8523e710-5793-4e8d-bbfa-2574fce40b06,Olly macht mir um 8 Uhr morgens Kaffee,"Olly, öffne die Uber-App und besorge mir ein Auto, bitte.",0
ad5315c6-ce5d-4911-a97b-da926d98d56d,Zeigen Sie die Liste der bevorstehenden Ereignisse an,Stellen Sie die Lautstärke ein wenig höher.,0
b57da6da-35ca-4dc3-bc56-20fc9cfec115,Bitte spielen Sie die nächste Episode von...,Anrufzeitung von meiner Urlaubsliste löschen,0
06ee8e5d-2fb5-4370-a887-0f3a54f38902,aktuelle Ereignisse des Prominenten finden,"Sag mir, wie spät es ist.",0
7c58f406-5f68-4b83-979f-70e193817acd,"Schalten Sie 107,5 ein.",nächsten Sender suchen,2
1c34060b-d548-4505-8ddc-4488dfd95e8b,Olly Welche chinesischen Restaurants gibt es in meiner Nähe?,Wo ist mein Essen?,1
34ccd3c9-fd60-4411-aa3e-f65a151d5667,Welcher Tag ist der 24. März?,Was ist zur Zeit die wichtigste Meldung auf Fox News?,0
91ead900-9c87-44e5-93ab-aee86b43073e,Was haben Sie damit gemeint?,Umrechnungskurs von USD und INR anzeigen,0
18961ef5-b0dc-46c8-99dd-a196ead27920,Würdest du es bitte einfach abstellen.,Beschreiben Sie die Freiheitsstatue.,0
b2a39379-8070-4544-a9f4-59e8426aa3cc,Wie hoch ist der EUR-USD-Kurs im Moment?,Spielen Sie ein paar Melodien für mich,0
0ff3ee2f-e49a-46cd-8052-b7fa073f6ddf,zeige bbc nachrichten live,"Ich glaube, Sie haben alles falsch gemacht.",0
b881cf97-a902-4140-9498-308c3a891b18,"Olly, spiele irgendetwas aus meiner aktuellen Playlist.",Kannst du Tic-Tac-Toe spielen?,0
83f97691-ebda-42cc-a951-18f94b3affbd,Gib mir mehr Licht.,bitte Termin auf Dienstag setzen,0
6a27b927-a587-462b-b95c-fbcf6c556057,Schreibe einen Tweet mit einer Beschwerde über meinen Fernseher an Samsung,Setze einen Song aus dem Hörbuch von Madonna fort,0
d6353d08-9a3c-4564-bea9-2bbe1c4c865d,Wird es später in Manila regnen?,Könnten Sie das überprüfen.,0
1f4b4ad2-b900-4fb1-9e62-5f6321217eb0,Welche Vulkane sind derzeit aktiv?,Mach mir einen Cappuccino.,0
db16431a-1f0e-4621-85ea-e31bf5edfcc3,Welche Haarfarbe hat Britney Spears?,Wo wurde Brittany Spears geboren?,1
6f26f19b-33ad-4027-9690-fcbe95cc5c5c,Stopp!,Abbrechen.,4
eb6aaf48-8562-4d7e-9aee-7562dc9a9dc8,PDA wann ist Jesses Geburtstag?,PDA schickt eine E-Mail an Jesse.,1
c399e281-555d-4713-97fa-1e3da20d369d,Medienlautstärke ausschalten,Medienlautstärke lauter machen,0
94d0dcac-a3eb-4a51-8073-70085379239d,Medienlautstärke höher einstellen,Medienlautstärke aufdrehen,5
ea023ccd-9d53-489c-9cb5-3113fe432d82,Nenne mir die Schlagzeilen der Zeitung von heute,Bitte sagen Sie mir die wichtigsten Schlagzeilen der Weltnachrichten.,4
703a9810-f310-4fe0-a6af-6cbee858ecdc,Rufen Sie bitte die Schlagzeilen auf,Bitte informieren Sie mich über die Schlagzeilen.,5
3f4e6254-6b9d-43e4-902d-db6cd7acf9b9,"Ton aus, bitte.",Mehr Lautstärke bitte,0
e6a5db32-ccd4-4420-beb5-72b261db60fd,Erinnere mich jedes Jahr/Woche/Monat an diesem Datum an,Jedes Jahr/Monat/Woche an diesem Datum eine Erinnerung in meinen Kalender eintragen,5
77604a4f-db3e-4e6c-8621-c67f171a38b8,Es ist zu hell hier drinnen,"Es ist zu dunkel hier drinnen, erhöhen Sie die Helligkeit der Lichter.",0
5c4d08ad-5dcd-4af8-855b-e6880276c292,hier ist es zu dunkel,Es ist zu dunkel hier drinnen,5
d06ea0c4-0573-4240-b4d7-3777d2708ea6,Wo befindet sich das nächste Starbucks?,Ist der Aktienkurs von Starbucks im Vergleich zum letzten Quartal gestiegen oder gesunken?,1
f686fc3d-86ce-4898-bb13-3aebb378c8d6,was ist der schnellste Weg zu Starbucks,Wie komme ich zu Starbucks?,4
104e2687-8859-417b-8d02-2331840e9fb0,Taylor Swift abspielen,Spielen Sie mir den neuesten Song von Taylor Swift vor.,3
a4de4b1b-b07b-42e6-b2b2-bd4c03b29288,Wer ist Taylor Swift?,Wann ist der Geburtstag von Taylor Swift?,1
61de0fe4-9c06-4459-8fed-602ef957992a,Habe ich heute noch etwas vor?,Muss ich heute noch etwas erledigen?,5
0768447d-fe24-4bb7-940c-42775118948a,Muss ich später noch etwas erledigen?,Habe ich noch etwas vor?,5
c21c89f9-78e4-4d37-b151-6006190ea09e,Wie wird Schweinefilet zubereitet?,"Bei welcher Temperatur ist es sicher, Schweinefleisch zu essen?",1
3e15df83-45a1-4a1c-8ef4-5b868371d5c2,Wie schmort man eine Schweinelende?,Bei welcher Temperatur kocht man Schweinefleisch?,3
468fbf92-8b51-44f7-9da1-13d0fcda9098,"Olly, muss ich heute Handschuhe tragen?","Olly, soll ich meine Handschuhe anziehen oder nicht?",5
09a269e0-ac0c-49c4-b6f1-1d2b16dea5bd,Können Sie eine neue Liste für mich erstellen?,Was ist auf meiner Wiedergabeliste?,0
02b967e7-cfcd-4b8a-a5e2-a1d6d1bf15d7,Können Sie eine neue Liste in der Wiedergabeliste erstellen?,Können Sie eine neue Liste erstellen?,3
5242426d-c8a1-43ba-b6c0-f0ebb47d4e48,Wann fährt der nächste Zug nach Atlanta?,Wann fahren die Züge nach Atlanta ab.,5
04d7906f-4a45-488b-b04e-4af81d759b03,Welches ist der kälteste Staat in den USA?,Wo ist der kälteste Ort der Welt?,3
3c276769-16ec-4a7e-bfb6-228be98f9286,Was macht dieses Land zum kältesten?,Welches ist das kälteste Land der Erde?,2
d4d0f638-e9fe-4ea4-92ea-dd20e9d3c24c,Wie spät ist es in Hongkong?,Wie spät ist es jetzt in Hongkong?,5
8ef3259c-038d-4821-98dd-9fe9cc54d6dd,Wie groß ist der Zeitunterschied zwischen meinem Standort und Hongkong?,Wie viele Stunden beträgt der Zeitunterschied zwischen Hongkong und New York City?,3
52e6f026-ce39-405d-906a-0a383c3969db,Fällt der 5. Dezember auf einen Sonntag?,Welcher Tag ist am 5. Dezember?,4
e4f3693f-5634-4c1d-86f2-be4dc4f17905,Welchen Tag und welche Uhrzeit haben wir in Manila?,Wie ist das Wetter in Manila heute?,1
b8994c09-c86c-4e63-aefb-6d4c6bb63e13,"Ich mag Justin Beibers Musik, bitte spielen Sie sie",Empfehlen Sie einen Film mit Justin Bieber.,1
375873b0-1cbb-42f9-b240-2aca91ccd012,Bitte das Justin-Bieber-Album abspielen,Spiel die Musik von Justin Bieber,5
3ea341c4-e4b7-4ab3-b2d6-3180c4489b5c,Lass mich Musik hören,Spielen Sie die Musik ab,4
f8933e84-d996-4a61-af94-b7706cf64e1a,Musik des Genres anhören,Musik hören,3
7954ea01-dcda-40a8-99d3-98415dba0c0d,"PDA, wie ist der aktuelle Stand der Ermittlungen zu Trumps Beziehungen zu Russland?","PDA, wie ist der aktuelle Stand der Ermittlungen in Bezug auf Trumps Beziehungen zu Russland?",5
43ae4240-647c-4dae-bcae-d005cc33cc8f,Hat Donald Trump irgendwelche Verbindungen zu Russland?,Wird Trump demnächst Russland besuchen?,3
b6cd8153-140c-4a93-b910-7786c2c70a65,"Ich hasse dieses Lied, spiel es nicht noch einmal.",Spielen Sie dieses Lied nicht mehr,5
68e7564c-78f9-434e-b627-80e4ee7e1284,Ich will dieses Lied nie wieder hören,"Ich hasse dieses Lied. Bitte merken Sie sich das, damit ich dieses Lied nie wieder höre.",5
3e093be7-a9ab-4be4-9f7c-306814dcade7,Hat Mary schon auf meine E-Mail geantwortet?,"Olly, gibt es neue E-Mails von Mary?",4
997c25c6-cd64-4cd3-97b3-ce72f1f355c4,Erinnerung einstellen bei,Alarm für Erinnerung einstellen,4
a47e92bc-8428-4af7-ae50-16dd988abe52,Bitte Erinnerung einstellen.,eine Erinnerung einstellen,5
065adf54-f5b0-47e2-9673-0e43929e2d8d,Huey Lewis spielen.,Bitte drehen Sie Huey Lewis and The News auf.,3
01570764-7bbc-422a-b3dd-11fc8b1c031c,Habe ich irgendwelche Mahnungen auf meiner Liste?,Wie viele Mahnungen habe ich erstellt?,3
d21d65d6-050b-436b-9ba9-02b6ad0d5e53,"Könnten Sie die Mahnungen überprüfen und mir sagen, welche Mahnungen ausstehen?","Würden Sie mir bitte sagen, welche Mahnungen noch ausstehen?",5
d3158c4c-4893-482b-9248-908a02ed3563,"Erinnerung einstellen, jeden Freitag um 8:00 Uhr zum Training ins Fitnessstudio zu gehen.","Erinnern Sie mich daran, jeden Montag und Dienstag ins Fitnessstudio zu gehen",3
2b8c3200-c3aa-4c33-92ad-e5cc8b9c431c,"Erinnere mich daran, jeden Freitag um 8:00 Uhr ins Fitnessstudio zu gehen","Bitte erinnern Sie mich am Freitag um 8:00 Uhr daran, ins Fitnessstudio zu gehen.",5
04fa8cf1-7cb6-4a42-bffb-cf26e00cf82c,"Legen Sie für diesen und die nächsten zwei Sonntage ein Ereignis fest, dass ich um 12:00 Uhr Yoga habe","Erinnern Sie mich an den nächsten drei Sonntagen daran, dass ich mittags einen Yogakurs habe.",3
d4accb01-80a8-48c2-b547-5f38c917b75f,Jeden Tag um 12 Uhr eine Erinnerung an meine Yogapraxis einrichten,Füge für die nächsten drei Sonntage eine Yogastunde um 12:00 Uhr zu meinem Terminplan hinzu.,3
f98d38e7-002e-4d32-8c03-af4728dd4bdc,Wie alt sind Sie?,Wie alt ist Trump?,1
0f8b6357-74f7-4ecd-9cd4-c8b9b1361552,Wie alt bin ich?,Wie alt bist du?,1
4b24bd1f-f533-4873-9948-8a0f33512c66,Eine Erinnerung für den Urlaub nächsten Monat einstellen,die Liste der zu erledigenden Dinge entfernen,0
6f49d6c5-2ac0-4440-aa24-2fd7ceb064ad,die Liste der im Urlaub zu erledigenden Dinge löschen,Lösche meine Weihnachtsurlaubsliste.,3
9e9dfaeb-03d8-47a5-b49d-dbfdfccf59d9,Spiele den David Bowie-Song Major Tom,Titel eins von meiner David Bowie Playlist abspielen,3
fe26855d-bc04-43b7-b0cb-164c623e61e7,spiele etwas David Bowie,Spiele den Song Major Tom von David Bowie,3
448731ec-854b-4cb3-a3a6-b42c7a5d7f0a,Bitte spielen Sie jetzt den Radiosender 100.3 ab.,"Starten Sie das Radio und gehen Sie auf die Frequenz 104,8",3
ec3e9c47-579a-4414-a3f6-cc24a222ce20,öffnen Sie fm radio 100.00,"Suchen Sie einen Radiosender namens Rhythmus auf der Frequenz 100,1",3
f0c5cd9e-1cb9-403a-98ee-674322a58792,Lesen Sie die Nachrichten.,Bitte öffnen Sie die Nachrichten-App,4
15d6c81a-fdaa-425a-aedb-1fd2265bb0e1,schalte die Nachrichten ein,Rufen Sie die Nachrichten auf.,5
938c5206-b1ef-41a8-86ec-65613e6cbbf1,Brauche ich einen Pullover?,Werde ich nach der Arbeit einen Pullover brauchen?,3
39355a85-ff1d-4261-9bfb-6af05bb9fe32,Bitte sei in den nächsten 2 Stunden still.,Bitte halten Sie kurz inne.,3
cc1b8915-85a6-418f-b16b-3be2af8d9b1f,Sagen Sie mir die letzte Nachricht,letzte E-Mail anzeigen,5
12aef879-29c9-4b0d-bca1-b7ae924c1385,Die letzte Nachricht abspielen,Wiederholung der letzten Nachricht,5
13c7b9b0-8f92-42d2-8a78-b5b275122757,aktuelle Zeit in GMT,Wie spät ist es jetzt in GMT?,5
6395de46-d854-41f2-b59d-e249f43ed4c4,Kann ich diese Musik in meiner Wiedergabeliste speichern?,Können Sie meine Musikdatei abspielen?,1
d61163ad-d450-4c84-8b76-57495bab842a,"Ich möchte, dass die Musik gespeichert wird. Kannst du das für mich tun?","Wie wäre es, wenn du diese Musik speicherst?",5
3cf368f7-bd2e-42ab-a4c6-ee0d17f02d09,"schreibe eine E-Mail an meinen Firmenkollegen, um die Aufgabe morgen abzugeben.",Schreiben Sie diese Nachricht an die Gruppe der Mitarbeiter.,2
c2fc99bd-b230-4b24-8aa6-4e1b97e4fecc,Schicken Sie eine E-Mail an die Mitarbeitergruppen-Verteilung über das morgige Treffen,Veröffentlichen Sie eine E-Mail an meinen Mitarbeiter mit den Informationen zur heutigen Besprechung.,2
4792c08d-2f59-4e55-a98a-44e87f720afa,Finden Sie ein Rezept für deutschen Schokoladenkuchen.,Wie lautet das Rezept für Schokoladenchips?,1
a2876135-4a2e-41de-8295-dbdc08fca1e8,Finden Sie ein Rezept für einen Schokoladenkuchen.,Welches ist das beste Rezept für Schokoladenkekse?,3
3591121e-573e-49d3-a71a-951535fac1c8,Nenne den Künstler und den Titel dieses Liedes.,Sage mir den Namen des Komponisten,3
60722a7e-717e-425f-953f-d3d755849c7c,Sag mir den Namen des Künstlers,Finde den Namen des Künstlers dieser Musik,4
0ecb6f05-8b51-404b-bd8f-89e1ae8b50a8,Welches ist der größte aktive Vulkan der Erde?,Wo gibt es die meisten Vulkane auf der Erde?,1
06b1ad21-04c4-4edc-bb8f-e794555b0df6,Streichen Sie die Veranstaltungen am 19. aus meinem Kalender.,Ändere die Lautstärke bitte auf 19,0
85989b69-376c-4099-8183-46b72f90a716,Bitte entfernen Sie den Termin vom 19. März,Löschen Sie meine Besprechung am 19. März um 13:00 Uhr.,3
46092d07-7d1d-4348-b575-eb1ad7f5dc22,Ändern Sie die hellen Farben des Hauses und machen Sie sie stattdessen dunkel.,Kannst du die hellen Farben im Haus in dunkle umwandeln?,5
65a829f9-9338-4c69-9c09-b2c23476e7e3,Ersetze die aktuellen hellen Farben im Haus durch dunkle Farben.,Ersetze die hellen Farben im Haus durch dunkle Farben.,5
fa854568-3a40-47c5-96c9-1b6754384c87,Mich über die neuesten Börsennachrichten benachrichtigen,Schicken Sie mir die Börsennachrichten für heute.,5
7bd6a785-e474-4edd-b984-b570dd43da97,Erzählen Sie mir die Neuigkeiten über das Auf und Ab auf dem Aktienmarkt.,"Bitte sagen Sie mir, was es Neues an der Börse gibt.",5
179cc333-d3e1-4026-8acf-3028ea4ead34,"Wie ist das Wetter in New Brighton, PA?",Regnet es in Boston?,1
323ef8b7-fed7-436a-9cca-635124c7d81c,"Regnet es in New Brighton, PA?","Wie ist das Wetter für New Brighton, PA?",4
d54745c0-0412-4f67-b272-3121e02f0127,Wer ist der derzeitige Premierminister von Russland?,wie groß ist russland,1
419fc785-7389-4e2d-b27e-7994b14d2146,Wie hoch ist die Einwohnerzahl von Russland?,Wo befindet sich Russland?,1
3b27e244-391e-4c14-a370-ce5af4983e6f,Setzen Sie das Mittagessen jeden Tag auf 12:30 Uhr.,Erinnern Sie mich jeden Tag um 14 Uhr an das Mittagessen,3
8af0d065-89bd-4ff7-8831-5370b513eed5,ein Ereignis hinzufügen,Ereignisse hinzufügen,4
3c84e66f-607d-4b41-a0a2-11d186c42a64,Poste das Folgende als Status auf Facebook:,Verwalten des Facebook-Status,4
89a3abfc-6cfc-4324-9949-04a5c47e41d6,Glücksgefühl-Status auf Facebook setzen,"Poste ""Ich bin glücklich"" auf Facebook.",5
754ef1ee-ebd2-4721-8124-fc0e4819f767,"Tweet Target darüber, wie schlecht der Service war",Tweet über den schlechten Service,4
e36592a5-4e3e-47f6-9caf-2a767edb8436,Wie ist das Wetter in Sydney?,Wie viel Uhr ist es jetzt in Australien?,1
85f8f899-a556-488c-a1c5-cac90ad53375,Wie spät ist es jetzt in Sydney?,Wie ist das Wetter in Sydney jetzt?,1
d1fbd409-92ca-4ab7-98c3-81d61006bc7b,Spielen Sie den Oldiesender,Such mir den Oldiesender.,5
699c5c3a-99f0-4b87-b6fd-fbe5a5e71616,Überprüfen Sie E-Mails von Cassie über Tom.,Was war der Betreff meiner letzten E-Mail an Tom?,2
863993f3-f32c-447f-9910-4f7dc619d722,Gibt es E-Mails von Cassie über Tom?,Hat Cassie mir irgendwelche E-Mails über Tom geschickt?,5
70fdc5c6-64ab-4f57-9d45-207791b2596e,"Sagen Sie mir, was in meiner Stadt los ist",Was ist dieses Wochenende in der Stadt los?,3
47fa2505-28bd-4795-a906-b3e8c246405e,was in meiner Stadt passiert,Was ist in meiner Stadt los?,5
fe065c68-1858-44b9-995b-f898200cc8f4,"PDA, spiel Poker Face von Lady Gaga","Lady Gaga abspielen, beginnend mit Poker Face",4
ffb1db30-1419-4bf1-a420-f4f89ea08078,"PDA, ich möchte mir Poker Face von Lady Gaga anhören","PDA, streamen Sie Poker Face von Lady Gaga",5
740f062d-9deb-4a1e-a2e0-9b1974556059,Wiederhole Lied Nr. 10 aus der Hauptliste,ich denke an eine nummer 1-10,0
a93341ca-7d19-4d58-b192-e9bd62704188,Ich will die Nachrichten sehen.,Ich möchte Nachrichten über Politik sehen.,3
59ad11a1-529f-423b-9ed8-5f7c5144e593,Auf welchen Tag fällt Halloween dieses Jahr?,Fällt Halloween dieses Jahr auf einen Freitag?,3
60a19c98-1481-49ba-b421-3d0a7360cfb8,Wie alt ist Madonna?,Wie groß ist Madonna?,1
f9e10dcc-aed8-4ad2-9c3e-f1559f7e287a,Wann wurde Madonna geboren?,Wo wurde Madonna geboren?,1
b3d6cca2-6b1d-4ff9-9b81-8c053ff902cd,wiederkehrende Termine öffnen,Hinzufügen von Treffen zu bestimmten Terminen des Kalenders,1
97f76ce7-9f00-4483-9752-c3cd52fb3483,Restliche Termine öffnen und Besprechungszeit finden,Kalender öffnen und Besprechungszeit finden,5
0fdd569b-802a-425a-b33d-111652c6a3b9,Erinnern Sie mich an meine Besprechung am Mittwoch um 9 Uhr.,Erinnerung an das Treffen mit John am Mittwoch um 9 Uhr setzen,4
18344d74-b8ff-485e-84ca-255a7c1228dd,Ich habe am Mittwoch um 9 Uhr eine Besprechung.  Schicken Sie mir eine Erinnerung.,Senden Sie mir eine Benachrichtigung über die Besprechung am Mittwoch um 9 Uhr.,5
9dc185dc-7226-47a5-8605-0f03958af4f3,Ich muss ein Treffen mit Peter Francis am Montag vereinbaren.,Füge ein Treffen mit Francine für morgen 14 Uhr hinzu.,3
c60b8b2e-7a52-4bfc-b723-5929fc8f9840,Vereinbaren Sie ein Treffen mit Peter Francis für Montag um 14 Uhr.,Vereinbaren Sie für diesen Montag ein Treffen mit Peter Francis am Nachmittag.,4
e2f02351-407f-4e56-bda0-047d2635ad91,Liefern sie?,Können sie auch liefern?,5
ddb42b1e-119c-4153-84e6-b06db6e07967,die Definition des Lebens,"Hilf mir, den Sinn des Lebens zu verstehen",4
3ef57f30-67d8-41dc-9901-6e02153fa3fd,Sinn des Lebens,Der Sinn des Lebens.,5
422b90bc-bd5b-4273-926f-09964c9cb075,Gesunde Lebensmittel,gutes Essen,4
41f9686b-9bdd-444f-ade6-9a642428cf95,"Was sollte ich tun, wenn ich den Yellowstone-Nationalpark besuche?",Muss ich während meines Aufenthalts im Yellowstone-Nationalpark eine bestimmte Aktivität unternehmen?,4
0c144747-e068-43c8-a909-5795007b9708,Wo liegt der Yellowstone Park?,Wo liegt Yellowstone?,4
ccf994e8-3cbb-4d8e-b102-2608a8a95ace,Aktualisieren Sie bitte meinen Posteingang,Überprüfen Sie meinen Posteingang.,5
206f74db-53ec-41ff-8ee5-762675f859e0,Informieren Sie mich über den Status meines Posteingangs,Status meines Posteingangs.,5
034cb871-5b09-4b7f-b768-4fc6d895a65b,Cnn aktuelle Schlagzeilen,Nachrichten von cnn abrufen,5
f9b7cba1-81e3-4379-95d4-9c53d16510bf,Spiel Candy Crush mit mir.,Lass uns Candy Crush noch einmal von vorne beginnen,3
95ac5c50-fb80-4448-946c-db714f49756d,Candy Crush spielen,Spielen Sie für mich das Spiel Candy Crush,5
76ffaac4-124e-45f2-ab75-684a29c69a47,Erinnern Sie mich am Dienstag.,Mittagessen mit meiner Mutter am Dienstag dieses Monats vereinbaren.,3
062c6447-c8a6-446e-8a5b-a8d3792b2d70,Ich möchte mir ... Podcast anhören,"Ich möchte, dass Sie den Podcast abspielen",4
5deed124-44e4-4ce9-a4e9-71faf5d99676,Ich möchte den Podcast von MC hören.,Ich möchte diesen Podcast hören,3
a79f6490-159d-412c-a7d8-556a1dff56ff,Bitte tweeten Sie eine Beschwerde an Comcast für schlechten Kundenservice.,"Sagen Sie comcast, dass ihr Kundendienst langsam ist",4
7eb38804-4dfd-46be-ad51-76d1412e558b,"Twittern Sie Comcast, um mitzuteilen, dass ihr Service nicht funktioniert.","Twittere Comcast und teile ihnen mit, dass ihr Dienst wieder nicht funktioniert.",5
ed11ae11-982e-4021-a7e6-6e34b700b2ab,Vor diesem Ereignis eine Benachrichtigung einstellen,Entfernen Sie mein nächstes Ereignis.,0
1d50ebe1-aea5-4eb6-b5ba-7bd718508887,Dies vor dem Ereignis einstellen,Benachrichtigung vor diesem Ereignis einstellen,5
7baec1c0-260d-43b4-a13b-80e818e8e29c,Entfernen Sie eine Liste mit den in der letzten Woche gekauften Lebensmitteln.,Lebensmittel einkaufen zu meiner To-Do-Liste für heute hinzufügen,0
f87cfc85-205c-4d89-91ee-4993123e4207,E-Mail an joejoe@gmail.com,Antwort auf eine neue E-Mail von joe,3
8135b583-9546-4f38-9d51-7204f16a6fcf,Neue E-Mail an joejoe@gmail.com senden,Senden Sie eine E-Mail an joejoe@gmail.com,5
